5.24773120880127,-1.50310730934143,0,0
4.31698751449585,-3.74898838996887,0,0
1.65064263343811,-3.82470178604126,0,0
4.90204572677612,-8.49644374847412,0,0
2.77837824821472,-8.52617835998535,0,0
5.3640775680542,-11.901704788208,0,0
-0.69292938709259,-13.2456674575806,0,0
7.07883214950562,-13.2115869522095,0,0
12.2172088623047,-13.0199174880981,0,0
13.7349166870117,-19.2029647827148,0,0
15.9933443069458,-11.8850708007813,0,0
17.123607635498,-13.6504516601563,0,0
18.4061260223389,-10.9218187332153,0,0
20.9894828796387,-9.80316162109375,0,0
21.7322845458984,-12.5603847503662,0,0
24.8764896392822,-7.77083301544189,0,0
29.0684719085693,-5.16673994064331,0,0
32.0733032226562,-10.4343090057373,0,0
32.9219017028809,-2.91856026649475,0,0
38.8988304138184,1.6240953207016,0,0
42.0515480041504,1.87269866466522,0,0
38.4898300170898,6.9240779876709,0,0
34.1803779602051,6.83427286148071,0,0
38.409854888916,9.76546096801758,0,0
34.6768341064453,10.8164014816284,0,0
